"date";"Ïàé";"Ñ×À";"id"
2020-09-17;895.2;136931954.38;1055
2020-09-16;891.33;136276912.97;1055
2020-09-15;895.55;136823185.36;1055
2020-09-14;882.78;135277472.75;1055
2020-09-11;875.2;133371423.33;1055
2020-09-10;866.2;132227176.85;1055
2020-09-09;866.45;132447369.22;1055
2020-09-08;866.34;132630539.4;1055
2020-09-07;877.07;134272505.25;1055
2020-09-04;880.68;134937440.52;1055
2020-09-03;873.14;133707864.74;1055
2020-09-02;883.15;135364339.02;1055
2020-09-01;890.14;136455003.55;1055
2020-08-31;883.02;135380644.26;1055
2020-08-28;893.18;136790727.76;1055
2020-08-27;901.61;138081607.43;1055
2020-08-26;911.79;139829142.69;1055
2020-08-25;907.51;140846158.75;1055
2020-08-24;909.05;140994441.87;1055
2020-08-21;901.05;139674204.35;1055
2020-08-20;906.29;140362449.77;1055
2020-08-19;920.55;143218074.16;1055
2020-08-18;924.06;143762267.17;1055
2020-08-17;927.56;144263762.33;1055
2020-08-14;930.14;144762514.39;1055
2020-08-13;930.6;144993564.05;1055
2020-08-12;927.9;144783144;1055
2020-08-11;905.88;140447395.24;1055
2020-08-10;901.41;139749554.13;1055
2020-08-07;899.96;139432558.47;1055
2020-08-06;908.51;140576216.93;1055
2020-08-05;908.77;225018268.74;1055
2020-08-04;901.98;222982367.51;1055
2020-08-03;894.37;221174102.07;1055
2020-07-31;886.77;219667078.6;1055
2020-07-30;882.28;217970060.32;1055
2020-07-29;893.15;220683155.3;1055
2020-07-28;882.69;217785329.01;1055
2020-07-27;887.49;221270225.75;1055
2020-07-24;878.56;219020766.46;1055
2020-07-23;869.19;216814804.76;1055
2020-07-22;872.85;218552322.14;1055
2020-07-21;866.15;219003424.58;1055
2020-07-20;860.71;217617945.09;1055
2020-07-17;846.29;213970000.12;1055
2020-07-16;841.51;224951892.53;1055
2020-07-15;837.85;223972934.42;1055
2020-07-14;833.84;222985873.7;1055
2020-07-13;835.51;225874271.92;1055
2020-07-10;848.26;229304006.46;1055
2020-07-09;840.72;227244271.82;1055
2020-07-08;848.65;229219280.75;1055
2020-07-07;846.44;228526929.91;1055
2020-07-06;851.67;230238999.72;1055
2020-07-03;843.72;228086052.68;1055
2020-07-02;839.23;226916811.61;1055
2020-06-30;825.45;223287969.26;1055
2020-06-29;833.64;225492617.83;1055
2020-06-26;832.29;225138677.75;1055
2020-06-25;840.38;227327932.44;1055
2020-06-23;845.33;228669358.16;1055
2020-06-22;841.05;227508346.92;1055
2020-06-19;835.19;226144253.86;1055
2020-06-18;830.51;225654803.55;1055
2020-06-17;833.45;226452710.91;1055
2020-06-16;839.76;228127954.63;1055
2020-06-15;826.11;221021665.58;1055
2020-06-11;832.73;222698679.96;1055
2020-06-10;850.28;227033849.39;1055
2020-06-09;852.1;230446801.92;1055
2020-06-08;854.65;231120546.93;1055
2020-06-05;854.14;230857742.53;1055
2020-06-04;842.4;227684294.58;1055
2020-06-03;862.13;231632758.03;1055
2020-06-02;848.84;228062183.78;1055
2020-06-01;839.26;225487681;1055
2020-05-29;832.95;224199951.92;1055
2020-05-28;844.27;227248768.05;1055
2020-05-27;834.59;224540184.38;1055
2020-05-26;841.25;225720786.04;1055
2020-05-25;842.11;225713965.58;1055
2020-05-22;826.14;221501659.72;1055
2020-05-21;829.69;222429821.73;1055
2020-05-20;843.98;225860532.74;1055
2020-05-19;826.68;221228308.65;1055
2020-05-18;819.78;219482264.19;1055
2020-05-15;792.14;213574699.69;1055
2020-05-14;787.9;212027361.52;1055
2020-05-13;792.54;213285103.5;1055
2020-05-12;802.33;215611917.04;1055
2020-05-08;798.95;214579824.7;1055
2020-05-07;796.23;212224775.99;1055
2020-05-06;796.93;212749292.81;1055
2020-04-30;801.72;214012567.48;1055
2020-04-29;806.76;214902227.66;1055
2020-04-28;791.11;210491142.31;1055
2020-04-27;782.74;208250017.23;1055
2020-04-24;780.38;206781683.89;1055
2020-04-23;794.18;210944725.67;1055
2020-04-22;782.92;207846043.85;1055
2020-04-21;762.15;201930692.39;1055
2020-04-20;772.47;205631751.29;1055
2020-04-17;776.8;206784773.71;1055
2020-04-16;768.52;204555927.83;1055
2020-04-15;765.3;203681637.71;1055
2020-04-14;799.49;212704230.84;1055
2020-04-13;803.95;213721630.82;1055
2020-04-10;817.87;217321522.05;1055
2020-04-09;823.08;218623122.62;1055
2020-04-08;809.83;214621242.83;1055
2020-04-07;796.65;211127823.81;1055
2020-04-06;798.03;211531973.82;1055
2020-04-03;784.24;207872633.98;1055
2020-04-02;771.79;204491416.54;1055
2020-04-01;750.33;198806891.92;1055
2020-03-31;756.41;200359476.44;1055
2020-03-30;735.62;198497789.57;1055
2020-03-27;729.81;195539249.58;1055
2020-03-26;758.12;203082921.46;1055
2020-03-25;747.39;200145246.46;1055
2020-03-24;742.61;205073750.28;1055
2020-03-23;688.46;189947996.28;1055
2020-03-20;705.33;194563083.22;1055
2020-03-19;682.76;187801682.63;1055
2020-03-18;638.96;175915647.67;1055
2020-03-17;672.54;185434338.54;1055
2020-03-16;686.07;189644456.4;1055
2020-03-13;702.06;195940494.44;1055
2020-03-12;691.37;192532021.87;1055
2020-03-11;761.24;213761401.81;1055
2020-03-10;771.92;229209582.21;1055
2020-03-06;859.22;255000485.67;1055
2020-03-05;887.14;263262980.68;1055
2020-03-04;896.69;266220776.91;1055
2020-03-03;895.22;265669223.49;1055
2020-03-02;875.48;260440067.64;1055
2020-02-28;869.43;262076707.7;1055
2020-02-27;920.22;277755784.33;1055
2020-02-26;960.72;289658148.45;1055
2020-02-25;959.32;288228069.67;1055
2020-02-21;994.38;298084757.72;1055
2020-02-20;996.99;297963884.44;1055
2020-02-19;994.42;297534467.77;1055
2020-02-18;982.97;293216700;1055
2020-02-17;999.44;298058830.09;1055
2020-02-14;995.19;296752256.9;1055
2020-02-13;996.94;294733704.25;1055
2020-02-12;996.19;293509756.13;1055
2020-02-11;984.41;289907363.67;1055
2020-02-10;972.05;283959164.71;1055
2020-02-07;978.08;285687453.45;1055
2020-02-06;982.88;313934774.45;1055
2020-02-05;990.15;315179035.41;1055
2020-02-04;984.09;313541690.73;1055
2020-02-03;976.24;309164391.03;1055
2020-01-31;976.82;308559206.85;1055
2020-01-30;989.97;312707860.74;1055
2020-01-29;996.8;315164126.99;1055
2020-01-28;993.64;313783445.07;1055
2020-01-27;984.3;309894852.61;1055
2020-01-24;1004.07;315445297.57;1055
2020-01-23;1000.01;314310282.63;1055
2020-01-22;1012.06;317439440.02;1055
2020-01-21;1020.53;319892363.68;1055
2020-01-20;1028.23;320456378.89;1055
2020-01-17;1020.25;317676038.35;1055
2020-01-16;1004.79;312788977.35;1055
2020-01-15;998.85;310556516.92;1055
2020-01-14;1001.43;311639316.31;1055
2020-01-13;1001.48;310719180.65;1055
2020-01-10;992.98;308080771.85;1055
2020-01-09;992.14;306612635.26;1055
2019-12-31;957.78;294924943.53;1055
2019-12-30;957.96;293916822.15;1055
2019-12-27;959.02;293672425.94;1055
2019-12-26;951.96;291506944.53;1055
2019-12-25;953.74;292271538.87;1055
2019-12-24;954.58;292546743.61;1055
2019-12-23;951.38;291526605.69;1055
2019-12-20;945;288620637.86;1055
2019-12-19;938.68;286274685.44;1055
2019-12-18;945.38;288307065.64;1055
2019-12-17;940.2;287116871;1055
2019-12-16;939.05;286589554.61;1055
2019-12-13;933.22;284229016.57;1055
2019-12-12;930.77;283431610.94;1055
2019-12-11;920.84;279755989;1055
2019-12-10;911.9;276415717.2;1055
2019-12-09;916.02;277583792.58;1055
2019-12-06;910.27;275623055.75;1055
2019-12-05;901.02;271830268.69;1055
2019-12-04;903.82;271522311.83;1055
2019-12-03;896.03;267828440.18;1055
2019-12-02;909.01;271735103.23;1055
2019-11-29;912.5;272276663.07;1055
2019-11-28;912.22;260384838.83;1055
2019-11-27;911.89;260258461.74;1055
2019-11-26;915.14;260243964.76;1055
2019-11-25;924.68;262870037.31;1055
2019-11-22;922.07;261293342.19;1055
2019-11-21;921.53;259917666.88;1055
2019-11-20;919.07;259186721.24;1055
2019-11-19;920.64;259506667.78;1055
2019-11-18;916.76;258296961.01;1055
2019-11-15;927.31;260938908.03;1055
2019-11-14;922.21;259387311.47;1055
2019-11-13;929.43;260846867.33;1055
2019-11-12;933.93;263050036.6;1055
2019-11-11;937.56;264986986.09;1055
2019-11-08;939.97;265551293.15;1055
2019-11-07;948.86;267488933.79;1055
2019-11-06;937.06;263472696.1;1055
2019-11-05;928.48;260966963.59;1055
2019-11-01;922.78;258807604.05;1055
2019-10-31;909.81;255164198.7;1055
2019-10-30;915.76;256823863.93;1055
2019-10-29;907.68;254084913.85;1055
2019-10-28;901.59;253077247.93;1055
2019-10-25;910.63;255554142.82;1055
2019-10-24;906.94;254317961.05;1055
2019-10-23;891.12;250429946.82;1055
2019-10-22;885.59;247454579.21;1055
2019-10-21;873.53;244084570.44;1055
2019-10-18;873.46;244173307.46;1055
2019-10-17;869.92;243126156.57;1055
2019-10-16;869.64;242942319.12;1055
2019-10-15;860.21;240091317.43;1055
2019-10-14;855.38;238743632.32;1055
2019-10-11;859.93;240014532.84;1055
2019-10-10;850.93;237501653.17;1055
2019-10-09;848.91;236117250.14;1055
2019-10-08;847.33;235677076.67;1055
2019-10-07;852.42;236682199;1055
2019-10-04;839.33;232881092.4;1055
2019-10-03;845.3;234700298.29;1055
2019-10-02;846.81;234967753.99;1055
2019-10-01;861.22;238466804.85;1055
2019-09-30;858.07;237585711.08;1055
2019-09-27;863.36;238989081.12;1055
2019-09-26;863.23;239081176.49;1055
2019-09-25;858.34;237472597.44;1055
2019-09-24;857.11;237109267.8;1055
2019-09-23;867.37;239928176.54;1055
2019-09-20;866.04;239246765.64;1055
2019-09-19;869.75;239978820.2;1055
2019-09-18;873.08;240866275.71;1055
2019-09-17;872.89;243450586.72;1055
2019-09-16;878.77;245071082.12;1055
2019-09-13;866.89;242824658.06;1055
2019-09-12;869;243448056.91;1055
2019-09-11;875.71;245326937.87;1055
2019-09-10;867.39;243957062.79;1055
2019-09-09;868.15;244166205.36;1055
2019-09-06;871.95;244483194.1;1055
2019-09-05;873.99;245052735.27;1055
2019-09-04;871.7;244412644.17;1055
2019-09-03;861.08;243225740.63;1055
2019-09-02;865.07;243603533.58;1055
2019-08-30;856.81;241215949.48;1055
2019-08-29;851.64;239758128.31;1055
2019-08-28;843.11;237277605.51;1055
2019-08-27;836.57;235031893.45;1055
2019-08-26;841.47;236410702.62;1055
2019-08-23;840.34;235883006.85;1055
2019-08-22;846.3;237560803.22;1055
2019-08-21;845.06;237035854.41;1055
2019-08-20;844.06;236822727.27;1055
2019-08-19;836.31;234840127.77;1055
2019-08-16;828.96;232099971.51;1055
2019-08-15;833.45;233127383.27;1055
2019-08-14;838.32;234488430.64;1055
2019-08-13;850.93;238019195.7;1055
2019-08-12;851.57;238216111.94;1055
2019-08-09;850.47;236240437.18;1055
2019-08-08;858.6;237599156.6;1055
2019-08-07;850.63;233157033.71;1055
2019-08-06;854.16;234603710.1;1055
2019-08-05;846.48;232294352.46;1055
2019-08-02;849.81;232513260.4;1055
2019-08-01;866.44;239112017.82;1055
2019-07-31;872.05;240356680.37;1055
2019-07-30;870.64;239567852.53;1055
2019-07-29;871.07;239187176.62;1055
2019-07-26;868.57;237999738.11;1055
2019-07-25;861.51;235215792.82;1055
2019-07-24;855.74;233684966.78;1055
2019-07-23;861.06;235137913.59;1055
2019-07-22;859.06;234360597.37;1055
2019-07-19;860.13;232163292.82;1055
2019-07-18;860.15;232770174.35;1055
2019-07-17;855.97;231593374.99;1055
2019-07-16;860.88;232569428.69;1055
2019-07-15;862.82;233081241.2;1055
2019-07-12;870.94;235273572.02;1055
2019-07-11;872.46;235616974.79;1055
2019-07-10;883.39;238846272.28;1055
2019-07-09;881.29;235317823.19;1055
2019-07-08;874.13;232368659.56;1055
2019-07-05;878.17;232451747.67;1055
2019-07-04;881.11;233020882.81;1055
2019-07-03;874.11;230963027.56;1055
2019-07-02;868.56;229631951.73;1055
2019-07-01;869.67;229891646.65;1055
2019-06-28;858.98;226658685.96;1055
2019-06-27;863.17;227257085.88;1055
2019-06-26;862.15;226481591.33;1055
2019-06-25;856.35;224731960.21;1055
2019-06-24;861.51;225758033.95;1055
2019-06-21;860.49;225463361.99;1055
2019-06-20;865.88;226888401.89;1055
2019-06-19;857.93;225362562.7;1055
2019-06-18;857.71;225268631.59;1055
2019-06-17;850.88;223129551.19;1055
2019-06-14;851.8;223291606.93;1055
2019-06-13;854.14;223706903.51;1055
2019-06-11;840.44;220053008;1055
2019-06-10;838.72;219603107.53;1055
2019-06-07;835.41;218726066.31;1055
2019-06-06;832.48;217871463.71;1055
2019-06-05;825.51;216037466.78;1055
2019-06-04;829.82;217166696.62;1055
2019-06-03;837.09;218760270.56;1055
2019-05-31;817.59;210489796.08;1055
2019-05-30;817.43;210625202.22;1055
2019-05-29;812.25;209017331.05;1055
2019-05-28;801.86;206496273.98;1055
2019-05-27;807.78;208432978.04;1055
2019-05-24;805.83;207930300.61;1055
2019-05-23;803.57;209433626.06;1055
2019-05-22;810.37;211204491.78;1055
2019-05-21;802.77;208598632.53;1055
2019-05-20;787.99;204694072.23;1055
2019-05-17;788.7;204876078.75;1055
2019-05-16;789.68;205129659.19;1055
2019-05-15;784.82;201626962.79;1055
2019-05-14;787.87;202075718.72;1055
2019-05-13;773.02;198145097.67;1055
2019-05-08;785.08;201461940.81;1055
2019-05-07;787.02;201947189.56;1055
2019-05-06;789.59;202617107.97;1055
2019-04-30;785.64;201453263.33;1055
2019-04-29;791.44;202890019.32;1055
2019-04-26;791.24;202272061.81;1055
2019-04-25;789.79;207414279.78;1055
2019-04-24;795.75;211740770.11;1055
2019-04-23;797.57;212226414.06;1055
2019-04-22;800.82;212849346.28;1055
2019-04-19;793.57;210768377.07;1055
2019-04-18;790.76;210437854.3;1055
2019-04-17;792.59;213068077.62;1055
2019-04-16;794.52;213381541.79;1055
2019-04-15;789.14;211968721.55;1055
2019-04-12;792.86;213023813.77;1055
2019-04-11;792.23;213016130.81;1055
2019-04-10;799.6;214963236.62;1055
2019-04-09;794.75;216031129.91;1055
2019-04-08;794.07;217898480.42;1055
2019-04-05;791.71;217088561.58;1055
2019-04-04;790.12;216652742.7;1055
2019-04-03;790.5;216747960.57;1055
2019-04-02;790.15;219010055.38;1055
2019-04-01;788.24;217677447.89;1055
2019-03-29;779.87;215329323.35;1055
2019-03-28;778.13;214848278.53;1055
2019-03-27;776.43;214091527.53;1055
2019-03-26;782.14;215498384.31;1055
2019-03-25;776.48;213901208.61;1055
2019-03-22;776.75;213956003.14;1055
2019-03-21;779.43;214446549.11;1055
2019-03-20;776.86;213727360.95;1055
2019-03-19;773.43;212780995.32;1055
2019-03-18;774.28;213011480.3;1055
2019-03-15;770.98;212001757.12;1055
2019-03-14;764.58;210109772.83;1055
2019-03-13;767.05;210543342.69;1055
2019-03-12;770.28;213215913.18;1055
2019-03-11;771.01;212879967.13;1055
2019-03-07;774.38;213769931.5;1055
2019-03-06;778.92;215430376.97;1055
2019-03-05;771.91;215870994.46;1055
2019-03-04;773.11;215942849.18;1055
2019-03-01;772.78;215344148.41;1055
2019-02-28;776.49;215975875.06;1055
2019-02-27;778.52;216431957.11;1055
2019-02-26;779.29;216640344.11;1055
2019-02-25;781.32;217145886.14;1055
2019-02-22;777.81;216136422.11;1055
2019-02-21;772.35;214620967.4;1055
2019-02-20;778.17;216782980.13;1055
2019-02-19;769.21;214107862.99;1055
2019-02-18;770.47;214748950.58;1055
2019-02-15;774.42;215174140.73;1055
2019-02-14;769.88;213882754.8;1055
2019-02-13;773.57;214899265.95;1055
2019-02-12;787.37;218730978.02;1055
2019-02-11;781.91;217346147.29;1055
2019-02-08;781.39;216837192.85;1055
2019-02-07;784.61;217416118.98;1055
2019-02-06;791.45;219312180.65;1055
2019-02-05;793;217784247.23;1055
2019-02-04;788.37;215933881.39;1055
2019-02-01;787.47;215513193.42;1055
2019-01-31;790.74;216456223.97;1055
2019-01-30;786.53;214704889.35;1055
2019-01-29;780.66;212865736.7;1055
2019-01-28;772.22;210127797.32;1055
2019-01-25;776.96;211226629.47;1055
2019-01-24;775.3;210774811.73;1055
2019-01-23;779.83;211996056.59;1055
2019-01-22;775.04;209414697.41;1055
2019-01-21;776.82;209731001.65;1055
2019-01-18;777.59;209938131.81;1055
2019-01-17;772.98;208462188.31;1055
2019-01-16;768.88;207506461.42;1055
2019-01-15;771.74;208238608.54;1055
2019-01-14;771.2;207603071.53;1055
2019-01-11;770.36;206675869.62;1055
2019-01-10;768.4;205749673.81;1055
2019-01-09;761.15;203264449.89;1055
2018-12-29;750.78;200075255.52;1055
2018-12-28;745.89;197749700.42;1055
2018-12-27;737.47;195093750.53;1055
2018-12-26;731.87;194153359.31;1055
2018-12-25;727.36;193766237.91;1055
2018-12-24;736.03;195340026.95;1055
2018-12-21;744.21;196755684.23;1055
2018-12-20;742.43;196521003.53;1055
2018-12-19;745;201799209.51;1055
2018-12-18;742.71;201154803.65;1055
2018-12-17;745.16;196024576.29;1055
2018-12-14;746.5;196133697.56;1055
2018-12-13;748.39;196183430.34;1055
2018-12-12;747.39;195824810.15;1055
2018-12-11;753.67;197286241.49;1055
2018-12-10;755.23;198046607.19;1055
2018-12-07;764.63;199730588.24;1055
2018-12-06;758.4;198103524.99;1055
2018-12-05;767.47;200273679.75;1055
2018-12-04;761.78;198776631.9;1055
2018-12-03;765.07;199636790.41;1055
2018-11-30;749.86;195651483.75;1055
2018-11-29;755.15;198003538.29;1055
2018-11-28;750.73;196835167.35;1055
2018-11-27;738.85;193719381.57;1055
2018-11-26;728.53;191012417.04;1055
2018-11-23;740.18;194151251.07;1055
2018-11-22;745.66;195377995.31;1055
2018-11-21;742.88;193915351.01;1055
2018-11-20;736.25;192185501.82;1055
2018-11-19;745.61;194422526.53;1055
2018-11-16;745.15;194302697.78;1055
2018-11-15;747.78;194862613.71;1055
2018-11-14;748.32;194053835.86;1055
2018-11-13;749.6;193862507.43;1055
2018-11-12;754.8;194199977.16;1055
2018-11-09;754.89;193968849.57;1055
2018-11-08;766.06;196273441.74;1055
2018-11-07;769.33;197100464.29;1055
2018-11-06;760.15;194727874.51;1055
2018-11-02;749.4;191915442.98;1055
2018-11-01;744.89;190510466.8;1055
2018-10-31;740.35;189327666.5;1055
2018-10-30;723.17;182669136.46;1055
2018-10-29;729.75;185045120.99;1055
2018-10-26;723.06;183347967.61;1055
2018-10-25;735.1;186384492.73;1055
2018-10-24;738.71;187156713.43;1055
2018-10-23;732.12;185405737.11;1055
2018-10-22;730.65;184984305.13;1055
2018-10-19;741.57;164510071.39;1055
2018-10-18;747.37;165749800.45;1055
2018-10-17;757.2;167663334.91;1055
2018-10-16;761.98;168337797.84;1055
2018-10-15;757.56;167247257.52;1055
2018-10-12;760;167768800.68;1055
2018-10-11;748.2;165146666.58;1055
2018-10-10;764.8;168598697.56;1055
2018-10-09;772.64;170063824.49;1055
2018-10-08;773.39;169930789.61;1055
2018-10-05;774.05;170074458.54;1055
2018-10-04;775.6;170414165.52;1055
2018-10-03;784.64;172070503.6;1055
2018-10-02;767.21;168247967.37;1055
2018-10-01;775.95;171950908.04;1055
2018-09-28;772.17;171206820.32;1055
2018-09-27;766.58;169711319.53;1055
2018-09-26;751.64;165870520.08;1055
2018-09-25;753;166065686.36;1055
2018-09-24;748.16;164994315.54;1055
2018-09-21;745.69;164299907.42;1055
2018-09-20;741;163002751.12;1055
2018-09-19;738.71;162495797.93;1055
2018-09-18;739.97;162772858.89;1055
2018-09-17;731.7;160954760.51;1055
2018-09-14;730.73;160036796.42;1055
2018-09-13;728.49;159545924.98;1055
2018-09-12;730.5;160011027.92;1055
2018-09-11;729.79;159922320.64;1055
2018-09-10;730.4;160740877.28;1055
2018-09-07;724.79;160093250.76;1055
2018-09-06;725.2;167670815.22;1055
2018-09-05;724.09;167403578.35;1055
2018-09-04;725.29;167204852.55;1055
2018-09-03;726.95;167587480.29;1055
2018-08-31;723.54;163108237.31;1055
2018-08-30;722.62;162947039.63;1055
2018-08-29;729.58;164515048.01;1055
2018-08-28;716.92;161451880.89;1055
2018-08-27;714.35;160872747.19;1055
2018-08-24;704.45;158572122.75;1055
2018-08-23;697.1;156910859.3;1055
2018-08-22;707.4;159230098.41;1055
2018-08-21;705.14;158666036.63;1055
2018-08-20;700.26;157533949.47;1055
2018-08-17;698.48;157118988.97;1055
2018-08-16;699.29;157300434.22;1055
2018-08-15;700.39;157236499.34;1055
2018-08-14;707.13;158736877.44;1055
2018-08-13;707.76;158865272.82;1055
2018-08-10;699.63;156990949.51;1055
2018-08-09;707.52;158212107.75;1055
2018-08-08;700.87;156723308.19;1055
2018-08-07;703.88;157397597.94;1055
2018-08-06;699.07;156322055.23;1055
2018-08-03;696.25;155690970.93;1055
2018-08-02;697.51;156190846.55;1055
2018-08-01;702.32;157268468.77;1055
2018-07-31;704.63;157784922.18;1055
2018-07-30;692.52;157020325.53;1055
2018-07-27;691.84;156866279.59;1055
2018-07-26;690.32;146514252.32;1055
2018-07-25;688.97;145988426.13;1055
2018-07-24;685.25;145200516.03;1055
2018-07-23;679.27;144476792.8;1055
2018-07-20;678.08;144222603.14;1055
2018-07-19;682.72;145160232.29;1055
2018-07-18;683.73;145368958.06;1055
2018-07-17;689.57;146606619.24;1055
2018-07-16;692.23;147172027.19;1055
2018-07-13;696;147973657.7;1055
2018-07-12;692.05;147129226.12;1055
2018-07-11;698.36;148470714.58;1055
2018-07-10;703.16;149491229.22;1055
2018-07-09;705.05;149651536.54;1055
2018-07-06;698.85;147994141.26;1055
2018-07-05;695.12;139673494.23;1055
2018-07-04;681.2;136876781.37;1055
2018-07-03;680.37;136709895.71;1055
2018-07-02;685.55;137752739.53;1055
2018-06-29;675.16;135665028.9;1055
2018-06-28;665.82;133788234.83;1055
2018-06-27;666.85;134123690.17;1055
2018-06-26;660.16;132784141.8;1055
2018-06-25;657.57;132262127.8;1055
2018-06-22;660.79;132909582.91;1055
2018-06-21;659.24;132596103.53;1055
2018-06-20;659.5;132660774.47;1055
2018-06-19;650.06;130762099.71;1055
2018-06-18;648.61;130469815.29;1055
2018-06-15;653.57;131448586.61;1055
2018-06-14;656.19;131973858.76;1055
2018-06-13;662.1;133164237.01;1055
2018-06-09;663.97;133536527.38;1055
2018-06-08;662.25;133191957.62;1055
2018-06-07;673.78;135509490.69;1055
2018-06-06;670.32;134814241;1055
2018-06-05;670.09;134769217.35;1055
2018-06-04;671.26;135004607.11;1055
2018-06-01;667.09;134164704.98;1055
2018-05-31;663.17;133375620.86;1055
2018-05-30;665.86;133908263.8;1055
2018-05-29;663.66;133365628.54;1055
2018-05-28;666.62;134256633.64;1055
2018-05-25;666.64;134261228.99;1055
2018-05-24;661.52;133205621.64;1055
2018-05-23;661.44;133190360.26;1055
2018-05-22;669.12;134736919.29;1055
2018-05-21;670.81;135076681.27;1055
2018-05-18;669.5;134806902.91;1055
2018-05-17;669.04;134684290.63;1055
2018-05-16;671.71;135190790.32;1055
2018-05-15;670.66;134979473.05;1055
2018-05-14;673.07;135466072.23;1055
2018-05-11;670.58;134835880.58;1055
2018-05-10;662.43;133197140.55;1055
2018-05-08;657.05;132116491.4;1055
2018-05-07;658.48;132467339.09;1055
2018-05-04;657.35;132230261.69;1055
2018-05-03;654.25;131556899.59;1055
2018-04-28;658.87;132485264.83;1055
2018-04-27;657.26;132161052.93;1055
2018-04-26;656.03;131914614.05;1055
2018-04-25;645.79;129855562.63;1055
2018-04-24;645.36;129768994.8;1055
2018-04-23;643.47;129389406.3;1055
2018-04-20;640.15;128691862.96;1055
2018-04-19;637.48;128156203.61;1055
2018-04-18;641.22;128907150.5;1055
2018-04-17;629.09;126469480.49;1055
2018-04-16;618.2;123678880.66;1055
2018-04-13;626.13;125264543.23;1055
2018-04-12;635.04;127031993.94;1055
2018-04-11;631.64;246221253.1;1055
2018-04-10;629.28;245272939.39;1055
2018-04-09;609.56;237554109.47;1055
2018-04-06;656.48;255321251.18;1055
2018-04-05;660.51;256884087.17;1055
2018-04-04;653.47;254145877.24;1055
2018-04-03;652.02;253567785;1055
2018-04-02;652.33;253685413.16;1055
2018-03-30;655.34;254854520.96;1055
2018-03-29;653.87;254282912.35;1055
2018-03-28;649.14;252402737.83;1055
2018-03-27;652.38;253662567.73;1055
2018-03-26;647.76;251864778.26;1055
2018-03-23;657.23;255549393.49;1055
2018-03-22;658.96;256220848.62;1055
2018-03-21;667.05;259367229.61;1055
2018-03-20;660.85;256954253.76;1055
2018-03-19;661.43;257215394.1;1055
2018-03-16;661.65;257300843.32;1055
2018-03-15;656.51;255303415.1;1055
2018-03-14;657;255487758.32;1055
2018-03-13;667.17;259443204.81;1055
2018-03-12;666.5;259183295.45;1055
2018-03-07;660.46;256835271.56;1055
2018-03-06;663.78;258125937.99;1055
2018-03-05;664.44;258381814.38;1055
2018-03-02;659;256266064.07;1055
2018-03-01;663.1;257863896.47;1055
2018-02-28;661.08;257233428.47;1055
2018-02-27;671.16;261156351.53;1055
2018-02-26;671.9;261442817.51;1055
2018-02-22;666.75;259438484.82;1055
2018-02-21;664.43;257875895.82;1055
2018-02-20;653.69;253707515.19;1055
2018-02-19;652.42;253214708.98;1055
2018-02-16;650.69;252543094.5;1055
2018-02-15;656.4;254757841.98;1055
2018-02-14;651.02;252670176.01;1055
2018-02-13;648.2;251576254.39;1055
2018-02-12;641.73;249065645.99;1055
2018-02-09;634.46;246244189.59;1055
2018-02-08;642.14;249223230.35;1055
2018-02-07;650.43;252440869.72;1055
2018-02-06;647.18;251404687.27;1055
2018-02-05;657.17;256353771.27;1055
2018-02-02;658.41;256839667.64;1055
2018-02-01;663.54;262818961.36;1055
2018-01-31;658.79;260935516.54;1055
2018-01-30;655.4;259592562.02;1055
2018-01-29;656.23;259913900.48;1055
2018-01-26;656.17;259889694.76;1055
2018-01-25;662.03;263410551.8;1055
2018-01-24;659.07;262230695.75;1055
2018-01-23;656.18;261082754.45;1055
2018-01-22;661.39;262152653.61;1055
2018-01-19;656.2;260098148.46;1055
2018-01-18;657.25;260511905.72;1055
2018-01-17;650.76;257939405.7;1055
2018-01-16;646.24;256147836.89;1055
2018-01-15;648.6;257084085.61;1055
2018-01-12;647.18;256692556.58;1055
2018-01-11;642.46;254820777.39;1055
2018-01-10;639.19;253526835.13;1055
2018-01-09;637.61;252897286.93;1055
2021-04-01;7813.3;37893168.6;46
2021-03-31;7811.74;37885629.87;46
2021-03-30;7783.57;37748976.03;46
2021-03-29;7790.41;37782173.13;46
2021-03-26;7749.09;37576781.41;46
2021-03-25;7635.06;37023815.41;46
2021-03-24;7629.48;36761775.29;46
2021-03-23;7628.18;36755494.95;46
2021-03-22;7716.22;37179719.1;46
2021-03-19;7717.3;37184900.61;46
2021-03-18;7682.08;37015221.53;46
2021-03-17;7765.05;37414974.71;46
2021-03-16;7830.24;37729109.76;46
2021-03-15;7910.13;38114067.26;46
2021-03-12;7841.6;37783836.42;46
2021-03-11;7802.23;37569151.33;46
2021-03-10;7748.57;37310749.37;46
2021-03-09;7765.72;37393340.84;46
2021-03-05;7694.55;37050651.64;46
2021-03-04;7607.49;36631415.69;46
2021-03-03;7688.44;36996235.3;46
2021-03-02;7706.85;37084831.95;46
2021-03-01;7692.16;37014119.27;46
2021-02-26;7617.97;36657101.36;46
2021-02-25;7682.83;36869228.05;46
2021-02-24;7736.32;37125931.42;46
2021-02-20;7790.18;37384369.82;46
2021-02-19;7812.61;37492034.38;46
2021-02-18;7708.06;36990319.18;46
2021-02-17;7789.26;37374997.84;46
2021-02-16;7820;37522450.16;46
2021-02-15;7817.17;37508879.42;46
2021-02-12;7729.27;37087107.8;46
2021-02-11;7681.77;36849209.3;46
